	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0002525	3477.932883	6437.718474	-0.889087257	0.033480746	2.2377E-155	9.3272E-154
FBgn0015278	1151.457174	3426.900408	-1.5699124	0.059138421	2.8259E-155	1.174E-153
FBgn0260945	655.9273839	2431.481192	-1.882348117	0.070987988	6.266E-155	2.5945E-153
FBgn0050372	477.9283637	1843.475936	-1.943488378	0.073369132	1.2914E-154	5.3295E-153
FBgn0026090	3231.797117	678.5416913	2.242250911	0.084651986	1.3372E-154	5.5E-153
FBgn0011476	1102.622237	130.0257322	3.065132957	0.115747653	1.5974E-154	6.5486E-153
FBgn0031008	1450.118689	282.6855733	2.346157199	0.088601617	1.6543E-154	6.7599E-153
FBgn0032340	915.5470505	2467.599451	-1.423049122	0.053764524	2.2539E-154	9.1799E-153
FBgn0259174	913.615638	3504.915848	-1.936732012	0.073326097	9.8221E-154	3.9874E-152
FBgn0002626	39928.79302	10085.18105	1.981659591	0.075072257	1.4952E-153	6.0502E-152
FBgn0025683	2590.959333	7122.039086	-1.456623077	0.055197337	1.8146E-153	7.3188E-152
FBgn0010808	1974.387835	542.2554609	1.859712697	0.070483142	2.0254E-153	8.1427E-152
FBgn0264617	947.0649306	166.1439911	2.503961324	0.094940628	2.7258E-153	1.0923E-151
FBgn0262801	4344.24811	1216.944538	1.832332129	0.069563467	6.6053E-153	2.6385E-151
FBgn0261556	3201.393206	1267.5101	1.335955082	0.050770449	1.339E-152	5.3315E-151
FBgn0043010	1651.732408	513.3608537	1.680771703	0.06399036	4.6911E-152	1.862E-150
FBgn0041775	2565.223694	5812.631805	-1.178364331	0.044890548	7.2004E-152	2.8489E-150
FBgn0085443	14384.76091	4359.714642	1.716615588	0.065425495	9.8711E-152	3.8931E-150
FBgn0036686	469.7823169	1856.47851	-1.968804421	0.075045981	1.0702E-151	4.2074E-150
FBgn0011661	3268.421981	9523.662517	-1.538451537	0.058664556	1.395E-151	5.4674E-150
FBgn0034641	665.240579	2678.048506	-1.997055981	0.076344581	7.8983E-151	3.0858E-149
FBgn0036825	51752.30494	9814.053319	2.390262668	0.091381534	8.214E-151	3.1991E-149
FBgn0003416	673.7598413	2131.940431	-1.662721226	0.063692952	3.1772E-150	1.2336E-148
FBgn0035831	888.9286339	180.5912947	2.290048558	0.087728504	3.2998E-150	1.2772E-148
FBgn0030733	2361.577881	987.7139878	1.256333135	0.048149515	4.4547E-150	1.7189E-148
FBgn0013672	120.6921625	17715.76522	-6.779275141	0.26012908	1.0045E-149	3.8639E-148
FBgn0031985	1034.07677	3521.771035	-1.763252711	0.067706934	1.6393E-149	6.2862E-148
FBgn0022213	1251.508687	5280.971034	-2.067642258	0.079642795	1.3503E-148	5.1622E-147
FBgn0015664	388.4460405	1842.512783	-2.229163136	0.085892042	1.6784E-148	6.3968E-147
FBgn0015521	25380.54875	5559.322416	2.184340427	0.084242766	3.1281E-148	1.1886E-146
FBgn0038400	6607.729403	1476.032849	2.154060548	0.083095531	3.6951E-148	1.3998E-146
FBgn0041720	344292.0163	20528.65523	4.032751026	0.155661336	5.5235E-148	2.0861E-146
FBgn0004192	344495.9583	20543.58411	4.032529731	0.155751178	8.4442E-148	3.1795E-146
FBgn0039713	75850.73909	14235.40979	2.404424517	0.093032359	2.7668E-147	1.0387E-145
FBgn0261387	513.765132	2475.304679	-2.261906158	0.087577493	4.3574E-147	1.6308E-145
FBgn0030653	7406.695819	1840.104899	2.003250708	0.077678878	1.182E-146	4.4106E-145
FBgn0003444	617.839327	3000.223376	-2.266501382	0.087951293	1.9261E-146	7.1656E-145
FBgn0011606	1103.267988	2874.531835	-1.380528597	0.053725419	1.2955E-145	4.8052E-144
FBgn0085364	965938.4497	73190.52149	3.702427538	0.144464346	7.3135E-145	2.7047E-143
FBgn0034299	1393.20288	460.3874073	1.595762966	0.062347114	1.7423E-144	6.4245E-143
FBgn0026533	756.8556766	3219.340814	-2.081500872	0.081335477	1.8946E-144	6.9651E-143
FBgn0036671	1286.415335	356.3668215	1.847688287	0.072201955	1.9433E-144	7.1234E-143
FBgn0013674	2620.308932	157132.2447	-5.648474381	0.2208688	2.9786E-144	1.0886E-142
FBgn0033570	964.6248534	233.5647411	2.038151304	0.079762911	5.1347E-144	1.8712E-142
FBgn0040319	1088.616939	2638.077633	-1.27186415	0.049804151	7.5961E-144	2.7601E-142
FBgn0003567	207.7573414	1355.157075	-2.68373959	0.105174624	1.2772E-143	4.6273E-142
FBgn0024986	1503.740573	500.8398573	1.582648378	0.062052208	1.7301E-143	6.2498E-142
FBgn0015391	374.8909674	2051.998685	-2.439149235	0.095665363	2.1456E-143	7.7286E-142
FBgn0033421	3082.10506	718.9941413	2.091381633	0.082061156	2.8438E-143	1.0214E-141
FBgn0025525	3852.130759	1036.353243	1.885379991	0.074030323	4.4986E-143	1.6111E-141
FBgn0261597	51575.85828	9807.792821	2.387507545	0.093830729	8.0525E-143	2.8756E-141
FBgn0037688	1192.377095	290.3908019	2.029102281	0.080127297	1.7612E-141	6.2715E-140
FBgn0263832	1730.805561	539.3660002	1.675187801	0.066166859	2.0433E-141	7.2551E-140
FBgn0261403	2661.341369	6473.355156	-1.279364197	0.050550115	2.5538E-141	9.0421E-140
FBgn0262081	627.6560872	2118.937858	-1.746798548	0.069041608	3.1409E-141	1.1089E-139
FBgn0030808	998.0208066	2796.516396	-1.480793129	0.058588727	6.1134E-141	2.1523E-139
FBgn0031048	5860.275927	1288.217902	2.177681594	0.086172679	6.6346E-141	2.3292E-139
FBgn0259938	533.6830222	1757.273692	-1.715857477	0.06800695	1.8486E-140	6.4716E-139
FBgn0024196	3454.424863	1304.109936	1.405147763	0.055794674	5.9582E-140	2.08E-138
FBgn0053208	6846.24068	2192.137529	1.638589304	0.0650905	7.7152E-140	2.6859E-138
FBgn0052791	2717.65893	521.0660823	2.370228362	0.094199155	1.0475E-139	3.6364E-138
FBgn0027338	1588.904008	3389.818996	-1.093811759	0.043484836	1.282E-139	4.4384E-138
FBgn0003076	4160.217985	936.1852717	2.141635064	0.085175061	1.647E-139	5.686E-138
FBgn0035252	2150.005217	531.1791948	2.009699869	0.079933188	1.718E-139	5.9147E-138
FBgn0040340	4403.077499	1776.055186	1.307839321	0.052189036	1.3701E-138	4.7042E-137
FBgn0264694	4463.850135	944.3720771	2.232147187	0.089084291	1.4803E-138	5.0685E-137
FBgn0037027	675.5075648	2028.882999	-1.58215062	0.063155866	1.6804E-138	5.7378E-137
FBgn0063497	828.493707	175.7755268	2.233456585	0.089273191	3.873E-138	1.3188E-136
FBgn0031769	477.7091685	1859.849547	-1.952205737	0.078078727	5.6649E-138	1.9237E-136
FBgn0262716	3108.285086	5512.609468	-0.824063086	0.033005863	1.3901E-137	4.7077E-136
FBgn0000409	27074.04851	3497.210619	2.936257989	0.117914167	7.1392E-137	2.4113E-135
FBgn0036892	560.5324693	2160.835038	-1.938519436	0.077858517	7.8255E-137	2.6359E-135
FBgn0034564	1287.07292	386.2245823	1.732844418	0.069707645	2.0801E-136	6.9876E-135
FBgn0052364	1705.561652	679.5048449	1.326435227	0.053389903	2.9793E-136	9.9816E-135
FBgn0261642	3328.430353	746.4440181	2.143730523	0.08641444	7.4317E-136	2.4831E-134
FBgn0002121	3277.409302	16366.86864	-2.308341356	0.093071546	8.5741E-136	2.8572E-134
FBgn0031312	2881.996198	893.3249378	1.686718376	0.068103308	2.031E-135	6.7501E-134
FBgn0035688	577.7073413	1843.475936	-1.670249243	0.067559081	6.0834E-135	2.0164E-133
FBgn0261954	1095.056766	3211.635585	-1.548683776	0.062709447	1.1755E-134	3.886E-133
FBgn0025286	61577.3988	11444.67232	2.417518196	0.097902588	1.2686E-134	4.1827E-133
FBgn0061198	1766.636491	372.2588555	2.240643126	0.090842879	2.5384E-134	8.3471E-133
FBgn0003483	290.7998373	1396.572679	-2.255961883	0.091626562	7.4783E-134	2.4527E-132
FBgn0024329	1115.17018	3102.799231	-1.468125741	0.059704549	1.6222E-133	5.3063E-132
FBgn0027525	2778.798784	968.4509164	1.517396327	0.061720923	1.837E-133	5.9934E-132
FBgn0030505	2775.570034	1264.139063	1.134858874	0.046227117	4.364E-133	1.4201E-131
FBgn0000826	633.3316502	91.9811661	2.765651665	0.11271562	6.0209E-133	1.9541E-131
FBgn0015756	47813.44671	9743.261532	2.285726357	0.09320874	8.4682E-133	2.7413E-131
FBgn0000289	1181.956089	2937.618394	-1.306827956	0.053321439	1.1993E-132	3.8722E-131
FBgn0038968	592.2458738	1888.744154	-1.66232138	0.067940666	3.2977E-132	1.062E-130
FBgn0260997	1531.680158	379.0009305	2.010521316	0.082200611	4.065E-132	1.3057E-130
FBgn0036213	42425.42374	9282.392548	2.185182478	0.089422945	7.0062E-132	2.2447E-130
FBgn0064225	79615.4676	24548.37666	1.694728541	0.069389515	9.6481E-132	3.0832E-130
FBgn0000283	755.8485465	3170.701558	-2.057948267	0.084264667	9.8811E-132	3.1496E-130
FBgn0010328	914.7472801	4300.962275	-2.218576729	0.09088539	1.3163E-131	4.185E-130
FBgn0053123	1187.412457	2848.526688	-1.257879299	0.051546693	1.6003E-131	5.0751E-130
FBgn0030089	691.4679469	2103.045824	-1.597052437	0.065581351	5.4898E-131	1.7365E-129
FBgn0261854	1446.510725	3059.938897	-1.081928529	0.044467403	9.253E-131	2.9195E-129
FBgn0037533	4443.470184	2168.540267	1.03481756	0.042606387	2.6347E-130	8.292E-129
FBgn0030510	1118.955835	317.3591019	1.811121208	0.074605115	3.5064E-130	1.1008E-128
FBgn0035243	693.9384306	120.8757733	2.507842846	0.103321284	3.8479E-130	1.2049E-128
FBgn0250876	1061.441618	4578.83208	-2.099346473	0.086540495	5.3726E-130	1.6782E-128
FBgn0034968	40668.49685	7555.93977	2.417722651	0.099682398	5.9623E-130	1.8577E-128
FBgn0022023	11030.54078	2177.690226	2.329460192	0.096082702	7.5895E-130	2.3588E-128
FBgn0002781	8154.250457	2554.764849	1.669332567	0.068860833	8.0068E-130	2.4823E-128
FBgn0017579	42198.44744	8713.168787	2.268464988	0.093638476	1.1905E-129	3.6818E-128
FBgn0016672	1489.551585	474.8347109	1.64328151	0.067856296	1.4702E-129	4.5354E-128
FBgn0023407	2218.503343	4300.962275	-0.951303848	0.039301379	1.9538E-129	6.0125E-128
FBgn0061200	1529.067489	3476.502817	-1.179650345	0.048773647	3.1065E-129	9.536E-128
FBgn0010660	975.6087618	3281.945796	-1.741446325	0.072040177	4.2518E-129	1.302E-127
FBgn0033244	489.8897337	1909.451956	-1.964357161	0.081337856	7.361E-129	2.2485E-127
FBgn0036696	715.3018413	136.2862304	2.380030116	0.09861926	1.1122E-128	3.3891E-127
FBgn0031266	1181.345845	3317.582478	-1.485972054	0.061614896	1.6544E-128	5.0289E-127
FBgn0036341	2161.409682	677.5785377	1.666941131	0.069119389	1.6645E-128	5.0474E-127
FBgn0032988	483.2188759	2535.020201	-2.375242462	0.098619723	3.602E-128	1.0896E-126
FBgn0000541	583.916138	1855.515356	-1.661089364	0.069126617	1.3622E-127	4.1108E-126
FBgn0040623	2045.380115	623.1603609	1.712789821	0.07130647	1.7141E-127	5.16E-126
FBgn0025802	528.576199	1730.786968	-1.699791891	0.070765941	1.7224E-127	5.1727E-126
FBgn0002431	1720.96513	5476.972786	-1.666725894	0.069428501	2.3862E-127	7.1489E-126
FBgn0028411	4576.064379	1270.881138	1.842882225	0.07678046	2.6522E-127	7.9267E-126
FBgn0021760	1262.942821	3467.352858	-1.450784751	0.060488392	4.0345E-127	1.2029E-125
FBgn0029718	1940.802355	636.6445109	1.606281784	0.067005478	5.3979E-127	1.6056E-125
FBgn0035166	1189.829601	255.7172733	2.206605122	0.092221388	1.5941E-126	4.7302E-125
FBgn0013678	236.5203678	38987.97501	-6.830875313	0.285747372	2.698E-126	7.987E-125
FBgn0024841	687.8184795	138.6941143	2.297012115	0.096266409	7.7869E-126	2.2997E-124
FBgn0040337	1247.705199	429.0849162	1.537213596	0.064450442	9.865E-126	2.9066E-124
FBgn0013676	855.4438352	86331.30725	-6.255921345	0.262349964	1.1219E-125	3.2977E-124
FBgn0083987	60849.68889	4842.254582	3.617105902	0.151846387	2.0324E-125	5.96E-124
FBgn0034368	668.8722132	1941.236024	-1.534284327	0.064483643	3.9099E-125	1.1439E-123
FBgn0260012	399.0507356	1538.156254	-1.934961328	0.081365408	5.2363E-125	1.5283E-123
FBgn0038871	616.2101177	108.3547768	2.49535055	0.105027671	8.8729E-125	2.5837E-123
FBgn0033134	1045.303544	274.9803447	1.921825613	0.08090344	9.8576E-125	2.8638E-123
FBgn0030545	2308.187028	480.1320555	2.254316476	0.094916416	1.0846E-124	3.1436E-123
FBgn0011291	1118.37526	349.1431698	1.677121498	0.070661378	1.5837E-124	4.5796E-123
FBgn0263855	417.2209023	1523.227374	-1.861824345	0.078677715	8.4834E-124	2.4474E-122
FBgn0052423	407.327132	2032.254036	-2.30741914	0.097647896	1.8957E-123	5.4563E-122
FBgn0023172	1941.09856	3659.020419	-0.914133813	0.038716848	2.989E-123	8.5833E-122
FBgn0032518	39129.35271	10045.21018	1.95725462	0.083015286	6.6308E-123	1.8998E-121
FBgn0037262	952.4442883	268.7198465	1.821507659	0.077273727	7.4429E-123	2.1275E-121
FBgn0030268	1610.581457	3295.429946	-1.031443069	0.043778849	9.8435E-123	2.8073E-121
FBgn0022708	4545.340271	1069.582041	2.078887642	0.088307096	1.5315E-122	4.3579E-121
FBgn0029715	3665.671653	1860.331124	0.9782198	0.041561028	1.7079E-122	4.8485E-121
FBgn0026197	23583.33017	1398.498986	4.037093816	0.171656547	2.642E-122	7.4836E-121
FBgn0003732	1504.392321	6198.856388	-2.031469637	0.086429594	3.6835E-122	1.041E-120
FBgn0263604	752.1102335	175.7755268	2.092054096	0.089191112	1.1519E-121	3.248E-120
FBgn0035469	1397.391418	530.697618	1.39415283	0.059440072	1.1819E-121	3.3252E-120
FBgn0050373	1247.36749	381.4088144	1.705025129	0.072697688	1.2137E-121	3.4067E-120
FBgn0002868	461.2570568	47.19452502	3.242619123	0.138589938	4.5615E-121	1.2775E-119
FBgn0026369	833.2391502	2352.021022	-1.492994862	0.063905124	1.0244E-120	2.8625E-119
FBgn0032956	535.2470568	3248.235421	-2.585631249	0.110958972	4.1733E-120	1.1636E-118
FBgn0035528	4876.426275	1788.576183	1.445432509	0.062043012	4.7255E-120	1.3146E-118
FBgn0029870	868.3649937	2170.466574	-1.319498422	0.056639454	4.8158E-120	1.3367E-118
FBgn0051536	4330.853055	10303.81691	-1.247279647	0.053629177	1.195E-119	3.3095E-118
FBgn0027359	1166.534778	370.8141251	1.64680527	0.07082361	1.3512E-119	3.734E-118
FBgn0036684	848.435268	2222.476867	-1.386860208	0.059662322	1.5923E-119	4.3904E-118
FBgn0035333	801.0221807	3640.238924	-2.171001499	0.093423562	1.8696E-119	5.1436E-118
FBgn0263018	717.1029042	33.22879823	4.396389674	0.189332948	2.8324E-119	7.7753E-118
FBgn0039907	666.5557499	3031.525867	-2.178869851	0.09391372	4.4733E-119	1.2253E-117
FBgn0053158	417.1438921	1597.871776	-1.927211093	0.083075686	4.7415E-119	1.2959E-117
FBgn0011290	986.6636826	205.1517108	2.252613536	0.097307983	1.4769E-118	4.0277E-117
FBgn0263240	984.9159591	239.3436626	2.025945038	0.08753329	1.6381E-118	4.4575E-117
FBgn0036760	1477.7324	591.8578698	1.318128809	0.05695539	1.7029E-118	4.6237E-117
FBgn0085453	564.4781421	70.31021074	2.980530123	0.128891408	2.6345E-118	7.1378E-117
FBgn0260441	27888.44775	5876.681518	2.237575677	0.0967973	3.1897E-118	8.6231E-117
FBgn0027093	288.1871686	1246.802299	-2.106665059	0.091264859	6.8638E-118	1.8516E-116
FBgn0030243	647.662823	2267.745085	-1.800691187	0.078024449	7.6044E-118	2.0469E-116
FBgn0035232	624.7827194	1897.894113	-1.602461687	0.069449935	8.5218E-118	2.2889E-116
FBgn0027603	618.2658819	2089.080097	-1.750273697	0.075888723	1.0722E-117	2.8737E-116
FBgn0003210	594.5208331	1694.668709	-1.50556328	0.065362238	2.121E-117	5.6725E-116
FBgn0020621	11237.0666	3469.279165	1.69129034	0.073476547	3.0713E-117	8.1964E-116
FBgn0042627	505.9034551	80.90490003	2.621315526	0.113948623	4.2154E-117	1.1226E-115
FBgn0002645	1063.692906	3427.863562	-1.683940743	0.073298228	8.5171E-117	2.2633E-115
FBgn0040773	4752.440027	1397.054256	1.762076174	0.076741133	1.1362E-116	3.013E-115
FBgn0003969	533.606012	2359.244674	-2.133628863	0.093023255	2.0091E-116	5.3163E-115
FBgn0040070	3531.637615	1145.671174	1.619500774	0.070697175	3.9049E-116	1.0311E-114
FBgn0086451	562.7955933	1749.086886	-1.631004228	0.071319106	9.4345E-116	2.4859E-114
FBgn0261397	578.0332152	2202.732219	-1.914710909	0.083758417	1.1644E-115	3.0615E-114
FBgn0033028	661.2415669	3416.305719	-2.35253728	0.102948944	1.4122E-115	3.7053E-114
FBgn0027509	493.6695506	1955.201751	-1.971581589	0.086283048	1.456E-115	3.8122E-114
FBgn0022787	1559.898115	3249.198574	-1.055191861	0.046182999	1.5278E-115	3.9918E-114
FBgn0036334	5908.210092	1588.721817	1.887485962	0.082732031	3.2956E-115	8.5926E-114
FBgn0010411	49381.99476	9829.463776	2.319383815	0.101733147	4.723E-115	1.2289E-113
FBgn0036849	503.9247011	71.27336431	2.8008553	0.122942801	6.9516E-115	1.8049E-113
FBgn0028582	827.6524327	2691.532656	-1.69518084	0.074613715	2.8794E-114	7.4607E-113
FBgn0029897	33312.57402	6954.931942	2.249970393	0.099147923	5.2451E-114	1.3562E-112
FBgn0015577	1513.000428	3753.891046	-1.30870943	0.057705937	7.2311E-114	1.8659E-112
FBgn0030350	1155.995258	393.9298108	1.547606161	0.068261685	8.5303E-114	2.1966E-112
FBgn0040273	489.3506624	2270.152969	-2.193853468	0.096834709	1.2271E-113	3.1534E-112
FBgn0040232	470.830951	3355.145467	-2.80211178	0.123698727	1.3118E-113	3.364E-112
FBgn0013325	44921.59889	10083.73632	2.147594584	0.094867565	1.8393E-113	4.707E-112
FBgn0033083	867.3815343	236.9357786	1.863367457	0.082407351	3.3274E-113	8.4979E-112
FBgn0036576	1149.24739	129.5441554	3.090109936	0.136962376	1.0298E-112	2.6247E-111
FBgn0033378	3001.521212	963.1535717	1.637504877	0.072591266	1.1239E-112	2.8585E-111
FBgn0000150	61533.40983	9431.681351	2.69017904	0.119379049	1.8943E-112	4.8083E-111
FBgn0034576	3314.650087	731.9967145	2.169160424	0.096276684	2.0866E-112	5.2856E-111
FBgn0037356	1952.663044	519.621352	1.904697001	0.084553841	2.2861E-112	5.7792E-111
FBgn0031022	1111.06449	191.6675608	2.518856918	0.112076398	7.379E-112	1.8616E-110
FBgn0002622	68911.17677	12618.27494	2.435703284	0.108457285	1.0757E-111	2.7084E-110
FBgn0035753	30471.59827	6266.277138	2.272139077	0.10120518	1.2564E-111	3.1569E-110
FBgn0033507	1049.557258	331.3248287	1.659107454	0.073964621	1.9576E-111	4.9089E-110
FBgn0029133	6869.866895	2912.094824	1.23593344	0.05509983	1.9705E-111	4.9313E-110
FBgn0037279	249.3881869	1398.017409	-2.470777694	0.110261752	3.2672E-111	8.1601E-110
FBgn0015828	5695.115057	1512.632684	1.904453595	0.085000022	3.4919E-111	8.7039E-110
FBgn0034849	836.3435485	172.4044893	2.266910594	0.101187983	3.6826E-111	9.1608E-110
FBgn0031374	314.2486808	1293.515247	-2.025846141	0.090507431	5.7373E-111	1.4244E-109
FBgn0027504	382.8711584	1345.52554	-1.803902002	0.080594601	5.8391E-111	1.4468E-109
FBgn0001225	5895.289094	2304.826497	1.353017585	0.060467729	6.7637E-111	1.6725E-109
FBgn0085430	1696.923875	3391.263726	-0.996158516	0.044525723	7.2685E-111	1.7938E-109
FBgn0030034	387.0360263	1458.696084	-1.901311451	0.085033609	9.7536E-111	2.4024E-109
FBgn0003366	1560.508359	4236.430985	-1.433344655	0.064132403	1.2136E-110	2.9832E-109
FBgn0042174	41974.35307	14148.72597	1.565638658	0.070063751	1.3231E-110	3.246E-109
FBgn0041186	1893.217414	528.7713109	1.831575564	0.082021075	1.8662E-110	4.5695E-109
FBgn0041164	1402.024345	4987.690771	-1.821566738	0.081576804	1.9118E-110	4.672E-109
FBgn0038808	1055.49352	357.3299751	1.56050941	0.069962558	3.3101E-110	8.0732E-109
FBgn0016059	530.3475933	1713.450204	-1.681966897	0.07542069	3.6026E-110	8.7693E-109
FBgn0085212	749.5509042	151.2151108	2.30254418	0.103253575	3.7034E-110	8.9973E-109
FBgn0030136	74603.02349	14197.36522	2.384489393	0.10701727	5.6041E-110	1.3588E-108
FBgn0261283	2400.175501	6610.122963	-1.456223981	0.065444385	1.0952E-109	2.6504E-108
FBgn0041171	1948.367827	6670.801638	-1.768155549	0.079500703	1.3861E-109	3.3478E-108
FBgn0038499	224.3634735	1078.732	-2.24670755	0.10102987	1.4721E-109	3.5487E-108
FBgn0031981	1064.51051	3012.744372	-1.493042891	0.067183362	2.0401E-109	4.9085E-108
FBgn0052368	6820.45738	2911.131671	1.227272443	0.055260176	2.8122E-109	6.753E-108
FBgn0031977	8789.945912	2922.207937	1.586551145	0.071461828	3.3307E-109	7.9829E-108
FBgn0015024	221.182065	1109.552915	-2.306229195	0.103999851	5.9461E-109	1.4224E-107
FBgn0260460	1079.499268	270.6461537	1.990622614	0.089848573	9.2728E-109	2.2139E-107
FBgn0016687	8722.484264	2494.086174	1.800855796	0.081334564	1.2644E-108	3.013E-107
FBgn0040372	318.4905588	1232.354995	-1.938924483	0.087602697	1.5157E-108	3.6051E-107
FBgn0015298	871.8959469	233.5647411	1.895360785	0.085636358	1.5325E-108	3.638E-107
FBgn0034803	1335.931528	437.2717216	1.604435953	0.07260807	3.3619E-108	7.9657E-107
FBgn0050423	2144.560684	648.2023538	1.721824982	0.078087072	9.5387E-108	2.2558E-106
FBgn0000140	360.6249694	1286.773172	-1.833766834	0.083166424	9.6874E-108	2.2866E-106
FBgn0029688	2290.088034	4641.437062	-1.015661797	0.046070452	1.0472E-107	2.4672E-106
FBgn0052850	728.3888555	1997.580508	-1.45707878	0.066208377	2.4425E-107	5.7437E-106
FBgn0035812	1867.52328	4910.156909	-1.391324024	0.063253231	3.1387E-107	7.3668E-106
FBgn0033194	764.6285079	1957.128058	-1.355031589	0.061623247	3.6725E-107	8.6034E-106
FBgn0039250	253.7070752	1187.086777	-2.222473332	0.101256834	8.8776E-107	2.0758E-105
FBgn0032586	1169.342971	3240.048615	-1.466700925	0.066912521	1.6864E-106	3.936E-105
FBgn0034138	41100.02558	7675.85239	2.406888726	0.109850563	2.0598E-106	4.7983E-105
FBgn0002579	52587.13715	8620.706044	2.593079798	0.118493747	3.7158E-106	8.6398E-105
FBgn0040283	372.6515142	2262.929317	-2.587547226	0.118290904	4.5507E-106	1.0561E-104
FBgn0261596	37300.50326	6560.520554	2.491280837	0.11397993	6.641E-106	1.5384E-104
FBgn0027552	2259.079556	885.1381324	1.347119318	0.061649539	7.5639E-106	1.749E-104
FBgn0003942	56490.59116	13841.47998	2.023061756	0.092627179	9.485E-106	2.1891E-104
FBgn0034915	4294.980621	1926.307143	1.155230349	0.052896944	9.8326E-106	2.2651E-104
FBgn0032341	648.5929429	1696.595017	-1.386374529	0.063491362	1.0644E-105	2.4476E-104
FBgn0033661	1123.316227	2898.610674	-1.363076547	0.062492783	1.795E-105	4.12E-104
FBgn0261811	2424.068573	6743.519733	-1.473998501	0.067652192	3.0226E-105	6.9248E-104
FBgn0052512	2517.721761	509.0266627	2.274088478	0.104376958	3.0641E-105	7.007E-104
FBgn0261647	518.9016238	1525.635258	-1.5473551	0.071044976	3.5957E-105	8.2075E-104
FBgn0031817	873.5251563	217.6727072	1.994626497	0.091608889	4.1574E-105	9.4722E-104
FBgn0261241	313.6147661	1479.403886	-2.219727101	0.101950271	4.2158E-105	9.5879E-104
FBgn0026400	1325.664542	539.847577	1.292939856	0.059414166	5.3791E-105	1.2211E-103
FBgn0015615	182.1757235	1213.091924	-2.706388922	0.124446281	7.3032E-105	1.6549E-103
FBgn0000711	158.9342398	975.1929914	-2.601016029	0.119650084	8.8709E-105	2.0065E-103
FBgn0035271	677.6403393	143.991459	2.224451126	0.102331398	9.0276E-105	2.0382E-103
FBgn0041721	25167.95824	1933.530795	3.662359872	0.168511742	9.8837E-105	2.2275E-103
FBgn0039625	1408.161969	349.1431698	1.999954067	0.092064622	1.2338E-104	2.7756E-103
FBgn0028645	791.5727984	42.86033394	4.119897138	0.189665182	1.2727E-104	2.8579E-103
FBgn0001994	632.9050954	2117.493127	-1.737851191	0.080119856	2.5145E-104	5.6363E-103
